,action,destIP,srcIP
1087,ALLOW,8.1.4.0-8.1.5.255,7.6.8.8-7.6.8.15
1088,ALLOW,1.2.5.0-1.2.5.7,8.10.7.0-8.10.7.15
1089,ALLOW,6.0.0.0-6.7.255.255,5.0.0.0-5.63.255.255
1090,ALLOW,0.0.0.0-15.255.255.255,2.0.0.0-3.255.255.255
1091,ALLOW,0.0.0.0-63.255.255.255,6.0.0.0-6.15.255.255
1092,DENY,1.0.0.0-1.15.255.255,6.5.2.0-6.5.2.63
1093,ALLOW,7.3.4.0-7.3.5.255,1.10.10.3
1094,DENY,5.6.8.0-5.6.8.15,6.8.0.0-6.8.7.255
1095,ALLOW,4.0.0.0-4.31.255.255,0.0.0.0-63.255.255.255
1096,DENY,3.10.0.0-3.10.7.255,0.0.0.0-7.255.255.255
1097,DENY,4.4.9.0-4.4.9.255,4.0.0.0-7.255.255.255
1098,ALLOW,2.4.0.0-2.5.255.255,0.0.0.0-31.255.255.255
1099,DENY,0.0.0.0-3.255.255.255,9.8.0.0-9.9.255.255
1100,ALLOW,0.0.0.0-127.255.255.255,7.7.7.4-7.7.7.7
1101,DENY,6.0.0.0-6.255.255.255,8.1.0.0-8.1.1.255
1102,DENY,3.2.0.0-3.2.31.255,2.8.0.0-2.8.3.255
1103,DENY,0.0.0.0-15.255.255.255,0.0.0.0-127.255.255.255
1104,ALLOW,8.0.0.0-11.255.255.255,5.5.6.6-5.5.6.7
1105,ALLOW,9.10.0.0-9.11.255.255,2.10.9.0-2.10.9.31
1106,ALLOW,1.1.0.0-1.1.31.255,4.10.8.0-4.10.8.127
1107,DENY,0.0.0.0-255.255.255.255,2.8.0.0-2.15.255.255
1108,DENY,9.5.8.0-9.5.8.255,1.8.0.0-1.15.255.255
1109,ALLOW,9.0.0.0-9.31.255.255,3.2.8.0-3.2.15.255
1110,ALLOW,9.0.0.0-9.31.255.255,3.2.0.0-3.3.255.255
1111,DENY,7.7.0.0-7.7.31.255,1.0.0.0-1.63.255.255
1112,DENY,2.0.0.0-2.15.255.255,8.8.0.0-8.15.255.255
1113,ALLOW,1.10.0.0-1.11.255.255,1.6.0.0-1.6.127.255
1114,ALLOW,9.1.1.0-9.1.1.63,1.4.2.0-1.4.2.63
1115,ALLOW,10.0.0.0-10.63.255.255,2.2.0.0-2.2.255.255
1116,DENY,10.0.0.0-10.31.255.255,6.3.3.0-6.3.3.255
1117,DENY,9.0.0.0-9.63.255.255,10.0.0.0-10.127.255.255
1118,DENY,3.6.1.8-3.6.1.9,0.0.0.0-31.255.255.255
1119,ALLOW,5.3.4.0-5.3.7.255,4.1.6.0-4.1.6.15
1120,ALLOW,2.0.0.0-3.255.255.255,0.0.0.0-127.255.255.255
1121,DENY,3.7.4.0-3.7.5.255,6.0.0.0-6.31.255.255
1122,DENY,0.0.0.0-15.255.255.255,10.8.0.0-10.8.63.255
1123,DENY,2.6.0.0-2.7.255.255,5.5.0.0-5.5.31.255
1124,DENY,6.3.0.0-6.3.7.255,0.0.0.0-31.255.255.255
1125,ALLOW,8.5.0.0-8.5.15.255,8.0.0.0-15.255.255.255
1126,DENY,10.9.0.0-10.9.1.255,2.0.0.0-2.3.255.255
1127,DENY,9.7.0.0-9.7.15.255,0.0.0.0-63.255.255.255
1128,ALLOW,9.8.1.0-9.8.1.31,10.0.0.0-11.255.255.255
1129,DENY,7.5.0.0-7.5.255.255,9.4.6.0-9.4.6.63
1130,ALLOW,0.0.0.0-3.255.255.255,3.10.2.0-3.10.2.31
1131,ALLOW,6.10.8.0-6.10.11.255,8.5.2.0-8.5.2.31
1132,DENY,8.0.0.0-8.127.255.255,3.4.0.0-3.7.255.255
1133,ALLOW,1.9.3.0-1.9.3.255,7.6.0.0-7.6.7.255
1134,DENY,6.1.5.0-6.1.5.63,9.7.0.0-9.7.63.255
1135,DENY,7.8.0.0-7.9.255.255,6.8.0.0-6.8.255.255
1136,ALLOW,4.1.0.0-4.1.7.255,8.0.0.0-11.255.255.255
1137,ALLOW,4.3.8.0-4.3.8.255,4.1.9.0-4.1.9.15
1138,ALLOW,8.5.9.0-8.5.9.255,1.0.0.0-1.127.255.255
1139,ALLOW,8.0.0.0-8.7.255.255,10.0.0.0-10.63.255.255
1140,DENY,6.2.0.0-6.2.7.255,2.10.8.0-2.10.8.15
1141,DENY,4.4.10.0-4.4.10.31,10.8.0.0-10.15.255.255
1142,ALLOW,6.2.1.0-6.2.1.63,5.0.0.0-5.63.255.255
1143,DENY,4.7.0.0-4.7.63.255,3.8.0.0-3.8.31.255
1144,ALLOW,1.6.3.7,7.6.7.0-7.6.7.63
1145,ALLOW,4.10.10.8,8.0.0.0-8.7.255.255
1146,DENY,6.7.4.0-6.7.4.31,6.8.8.0-6.8.8.15
1147,DENY,8.0.0.0-9.255.255.255,0.0.0.0-255.255.255.255
1148,ALLOW,6.8.9.0-6.8.9.127,2.4.5.4-2.4.5.7
1149,DENY,3.3.5.1,3.9.1.0-3.9.1.15
1150,DENY,4.10.0.0-4.10.15.255,10.7.7.0-10.7.7.31
1151,DENY,7.8.0.0-7.8.255.255,9.2.0.0-9.2.31.255
1152,DENY,2.6.0.0-2.6.7.255,2.0.0.0-3.255.255.255
1153,ALLOW,9.7.0.0-9.7.15.255,0.0.0.0-7.255.255.255
1154,ALLOW,6.7.0.0-6.7.127.255,8.9.8.0-8.9.8.127
1155,ALLOW,7.2.6.0-7.2.6.63,8.0.0.0-15.255.255.255
1156,DENY,6.4.0.0-6.4.31.255,3.1.0.0-3.1.63.255
1157,DENY,8.0.0.0-15.255.255.255,1.4.0.0-1.4.15.255
1158,DENY,8.0.0.0-8.127.255.255,8.2.0.0-8.2.31.255
1159,DENY,6.8.6.2-6.8.6.3,4.7.4.0-4.7.4.31
1160,DENY,0.0.0.0-7.255.255.255,8.2.3.0-8.2.3.1
1161,ALLOW,6.0.0.0-6.15.255.255,0.0.0.0-15.255.255.255
1162,DENY,2.2.9.0-2.2.9.127,1.4.10.0-1.4.10.15
1163,ALLOW,4.4.0.0-4.5.255.255,6.5.0.0-6.5.15.255
1164,ALLOW,0.0.0.0-3.255.255.255,0.0.0.0-127.255.255.255
1165,ALLOW,8.9.3.4-8.9.3.7,1.4.0.0-1.4.127.255
1166,DENY,0.0.0.0-15.255.255.255,2.0.0.0-2.127.255.255
1167,DENY,10.0.0.0-10.7.255.255,2.0.0.0-2.31.255.255
1168,ALLOW,2.0.0.0-3.255.255.255,8.10.1.0-8.10.1.15
1169,DENY,10.1.0.0-10.1.127.255,10.0.0.0-10.15.255.255
1170,ALLOW,5.9.9.6,5.8.0.0-5.8.7.255
1171,ALLOW,6.10.0.0-6.11.255.255,10.1.4.0-10.1.4.31
1172,ALLOW,0.0.0.0-7.255.255.255,9.8.2.0-9.8.2.15
1173,ALLOW,1.8.2.9,0.0.0.0-127.255.255.255
1174,ALLOW,8.10.0.0-8.11.255.255,7.8.0.0-7.8.63.255
1175,DENY,4.4.0.0-4.7.255.255,9.7.0.0-9.7.15.255
1176,ALLOW,0.0.0.0-3.255.255.255,1.0.0.0-1.255.255.255
1177,DENY,10.8.0.0-10.8.63.255,9.4.0.0-9.7.255.255
1178,DENY,9.7.6.0-9.7.6.15,7.8.0.0-7.11.255.255
1179,DENY,7.7.0.0-7.7.63.255,7.5.9.0-7.5.9.15
1180,DENY,0.0.0.0-63.255.255.255,7.2.0.0-7.2.63.255
1181,DENY,2.4.0.0-2.4.7.255,0.0.0.0-127.255.255.255
1182,DENY,8.6.9.2-8.6.9.3,9.6.0.0-9.6.7.255
1183,DENY,0.0.0.0-63.255.255.255,2.0.0.0-2.3.255.255
1184,DENY,8.8.4.0-8.8.5.255,7.10.0.0-7.10.127.255
1185,ALLOW,4.0.0.0-4.63.255.255,8.0.0.0-15.255.255.255
1186,ALLOW,9.0.0.0-9.15.255.255,5.10.0.0-5.10.63.255
1187,DENY,6.0.0.0-6.127.255.255,3.7.0.0-3.7.127.255
1188,DENY,8.8.0.0-8.9.255.255,6.4.0.0-6.4.15.255
1189,ALLOW,0.0.0.0-63.255.255.255,10.8.3.0-10.8.3.31
1190,DENY,4.0.0.0-7.255.255.255,2.10.9.0-2.10.9.1
1191,DENY,7.0.0.0-7.7.255.255,9.7.0.0-9.7.63.255
1192,DENY,4.7.8.0-4.7.11.255,9.0.0.0-9.63.255.255
1193,ALLOW,2.7.7.0-2.7.7.15,9.5.0.0-9.5.255.255
1194,ALLOW,9.2.5.0-9.2.5.255,0.0.0.0-31.255.255.255
1195,DENY,5.10.2.8-5.10.2.15,10.0.0.0-10.127.255.255
1196,DENY,7.10.3.0-7.10.3.255,8.10.8.0-8.10.11.255
1197,ALLOW,8.0.0.0-9.255.255.255,6.8.10.0-6.8.11.255
1198,DENY,1.7.2.0-1.7.2.63,9.0.0.0-9.255.255.255
1199,DENY,9.1.4.8-9.1.4.9,9.0.0.0-9.7.255.255
1200,DENY,9.7.8.0-9.7.8.255,0.0.0.0-255.255.255.255
1201,DENY,8.0.0.0-8.127.255.255,0.0.0.0-127.255.255.255
1202,ALLOW,1.2.0.0-1.2.15.255,1.8.2.0-1.8.2.31
1203,DENY,0.0.0.0-127.255.255.255,3.9.4.0-3.9.5.255
1204,ALLOW,0.0.0.0-255.255.255.255,1.0.0.0-1.63.255.255
1205,ALLOW,4.7.0.0-4.7.63.255,0.0.0.0-31.255.255.255
1206,ALLOW,1.2.8.0-1.2.8.3,8.5.9.0-8.5.9.63
1207,DENY,8.6.0.0-8.6.255.255,4.4.1.4-4.4.1.5
1208,ALLOW,5.0.0.0-5.7.255.255,0.0.0.0-7.255.255.255
1209,ALLOW,8.7.9.10,1.1.4.4-1.1.4.5
1210,DENY,8.0.0.0-9.255.255.255,0.0.0.0-31.255.255.255
1211,ALLOW,0.0.0.0-63.255.255.255,2.7.7.0-2.7.7.15
1212,ALLOW,1.2.0.0-1.2.15.255,2.10.0.0-2.10.31.255
1213,ALLOW,9.6.0.0-9.6.255.255,6.0.0.0-6.255.255.255
1214,DENY,2.6.0.0-2.6.127.255,0.0.0.0-1.255.255.255
1215,DENY,3.4.0.0-3.4.1.255,7.2.0.0-7.2.31.255
1216,DENY,2.5.0.0-2.5.3.255,9.4.0.0-9.7.255.255
1217,ALLOW,3.6.10.0-3.6.10.7,9.6.7.8-9.6.7.15
1218,ALLOW,8.2.3.0-8.2.3.3,3.0.0.0-3.15.255.255
1219,DENY,9.1.2.0-9.1.2.127,7.0.0.0-7.63.255.255
1220,DENY,6.10.0.0-6.11.255.255,0.0.0.0-63.255.255.255
1221,DENY,7.3.9.8-7.3.9.11,9.4.8.0-9.4.8.255
1222,ALLOW,7.0.0.0-7.31.255.255,6.4.0.0-6.7.255.255
1223,ALLOW,4.4.0.0-4.7.255.255,2.8.0.0-2.9.255.255
1224,DENY,2.5.9.0-2.5.9.127,2.0.0.0-2.3.255.255
1225,ALLOW,5.0.0.0-5.255.255.255,5.7.0.0-5.7.255.255
1226,ALLOW,0.0.0.0-63.255.255.255,0.0.0.0-255.255.255.255
1227,ALLOW,0.0.0.0-63.255.255.255,8.0.0.0-8.7.255.255
1228,ALLOW,10.0.0.0-10.31.255.255,3.4.7.4-3.4.7.7
1229,DENY,4.4.0.0-4.4.127.255,1.0.0.0-1.255.255.255
1230,DENY,10.0.0.0-11.255.255.255,2.10.7.8-2.10.7.11
1231,DENY,2.7.0.0-2.7.31.255,8.9.10.0-8.9.10.63
1232,DENY,7.0.0.0-7.255.255.255,0.0.0.0-127.255.255.255
1233,DENY,8.2.0.0-8.2.31.255,5.8.2.8-5.8.2.15
1234,ALLOW,5.4.1.0-5.4.1.15,1.3.4.0-1.3.4.63
1235,DENY,6.5.0.0-6.5.63.255,2.6.0.0-2.6.3.255
1236,ALLOW,1.0.0.0-1.31.255.255,6.0.0.0-6.7.255.255
1237,DENY,0.0.0.0-15.255.255.255,10.10.0.0-10.10.15.255
1238,DENY,8.6.0.0-8.6.255.255,8.10.0.0-8.10.255.255
1239,ALLOW,8.1.7.2-8.1.7.3,0.0.0.0-31.255.255.255
1240,DENY,0.0.0.0-63.255.255.255,2.3.0.0-2.3.15.255
1241,ALLOW,4.3.7.0-4.3.7.15,3.0.0.0-3.63.255.255
1242,DENY,0.0.0.0-127.255.255.255,8.9.7.0-8.9.7.31
1243,DENY,8.8.0.0-8.8.255.255,9.3.2.0-9.3.2.127
1244,DENY,4.8.0.0-4.8.1.255,9.0.0.0-9.127.255.255
1245,ALLOW,2.1.3.2-2.1.3.3,0.0.0.0-63.255.255.255
1246,ALLOW,5.2.0.0-5.3.255.255,0.0.0.0-31.255.255.255
1247,DENY,10.4.10.0-10.4.10.255,1.10.7.4-1.10.7.5
1248,ALLOW,9.0.0.0-9.15.255.255,1.10.2.0-1.10.3.255
1249,ALLOW,8.3.8.0-8.3.15.255,2.1.8.0-2.1.8.127
1250,ALLOW,10.0.0.0-10.127.255.255,6.2.7.0-6.2.7.127
1251,ALLOW,8.8.8.9,1.1.0.0-1.1.63.255
1252,ALLOW,7.8.1.9,2.1.0.0-2.1.15.255
1253,ALLOW,3.0.0.0-3.63.255.255,6.0.0.0-6.3.255.255
1254,ALLOW,5.0.0.0-5.15.255.255,10.0.0.0-10.255.255.255
1255,DENY,10.3.0.0-10.3.31.255,2.0.0.0-3.255.255.255
1256,ALLOW,0.0.0.0-3.255.255.255,5.0.0.0-5.255.255.255
1257,ALLOW,6.10.9.2-6.10.9.3,0.0.0.0-31.255.255.255
1258,DENY,2.5.9.0-2.5.9.31,3.10.10.8-3.10.10.15
1259,DENY,0.0.0.0-31.255.255.255,10.0.0.0-10.7.255.255
1260,ALLOW,0.0.0.0-7.255.255.255,9.9.0.0-9.9.1.255
1261,DENY,2.9.7.0-2.9.7.3,0.0.0.0-63.255.255.255
1262,DENY,2.0.0.0-2.63.255.255,7.4.0.0-7.4.127.255
1263,ALLOW,3.2.0.0-3.2.255.255,9.5.0.0-9.5.7.255
1264,DENY,1.1.2.0-1.1.2.63,5.6.6.0-5.6.6.7
1265,ALLOW,4.0.0.0-7.255.255.255,5.0.0.0-5.63.255.255
1266,ALLOW,9.0.0.0-9.31.255.255,7.4.8.0-7.4.9.255
1267,ALLOW,8.8.0.0-8.8.7.255,0.0.0.0-3.255.255.255
1268,DENY,7.6.10.0-7.6.10.15,0.0.0.0-127.255.255.255
1269,DENY,2.0.0.0-2.127.255.255,0.0.0.0-63.255.255.255
1270,DENY,2.0.0.0-2.7.255.255,4.8.0.0-4.11.255.255
1271,ALLOW,0.0.0.0-15.255.255.255,7.0.0.0-7.1.255.255
1272,DENY,3.0.0.0-3.15.255.255,5.10.6.0-5.10.6.255
1273,ALLOW,8.1.0.0-8.1.255.255,6.1.6.0-6.1.6.63
1274,DENY,10.0.0.0-10.15.255.255,9.4.2.0-9.4.2.7
1275,DENY,10.4.0.0-10.4.127.255,8.2.5.0-8.2.5.15
1276,DENY,9.1.0.0-9.1.127.255,1.6.5.0-1.6.5.15
1277,DENY,10.2.4.0-10.2.5.255,6.2.0.0-6.3.255.255
1278,DENY,0.0.0.0-15.255.255.255,7.0.0.0-7.63.255.255
1279,DENY,4.0.0.0-5.255.255.255,3.8.3.2
1280,DENY,0.0.0.0-127.255.255.255,7.8.0.0-7.15.255.255
1281,DENY,4.4.0.0-4.7.255.255,8.0.0.0-8.255.255.255
1282,DENY,4.0.0.0-4.3.255.255,7.0.0.0-7.7.255.255
1283,DENY,5.7.7.0-5.7.7.31,0.0.0.0-15.255.255.255
1284,ALLOW,9.0.0.0-9.255.255.255,2.9.2.0-2.9.2.255
1285,DENY,8.2.8.0-8.2.8.3,3.9.4.0-3.9.5.255
1286,DENY,8.9.2.0-8.9.2.255,10.0.0.0-10.63.255.255
1287,DENY,0.0.0.0-31.255.255.255,6.8.0.0-6.15.255.255
1288,ALLOW,9.5.2.8-9.5.2.15,5.0.0.0-5.63.255.255
1289,ALLOW,8.6.0.0-8.6.127.255,3.4.6.0-3.4.7.255
1290,ALLOW,3.0.0.0-3.15.255.255,0.0.0.0-255.255.255.255
1291,DENY,3.0.0.0-3.63.255.255,4.0.0.0-4.1.255.255
1292,ALLOW,0.0.0.0-15.255.255.255,9.10.0.0-9.10.31.255
1293,DENY,3.7.8.0-3.7.9.255,8.0.0.0-11.255.255.255
1294,DENY,0.0.0.0-7.255.255.255,0.0.0.0-127.255.255.255
1295,DENY,8.9.0.0-8.9.63.255,9.0.0.0-9.127.255.255
1296,ALLOW,7.4.8.0-7.4.8.127,7.2.10.0-7.2.10.63
1297,ALLOW,4.0.0.0-5.255.255.255,4.0.0.0-4.31.255.255
1298,ALLOW,9.1.6.0-9.1.7.255,2.10.2.0-2.10.3.255
1299,ALLOW,8.2.0.0-8.3.255.255,6.3.0.0-6.3.127.255
1300,DENY,6.0.0.0-6.15.255.255,7.8.8.0-7.8.8.31
1301,ALLOW,5.0.0.0-5.7.255.255,4.0.0.0-7.255.255.255
1302,ALLOW,10.0.0.0-10.15.255.255,4.10.8.0-4.10.11.255
1303,DENY,10.0.0.0-10.63.255.255,7.5.1.1
1304,ALLOW,2.4.0.0-2.7.255.255,6.6.5.7
1305,DENY,4.0.0.0-5.255.255.255,1.9.5.0-1.9.5.31
1306,ALLOW,8.5.5.0-8.5.5.15,4.9.10.7
1307,ALLOW,8.0.0.0-8.7.255.255,6.7.9.4-6.7.9.5
1308,DENY,7.2.0.0-7.2.63.255,10.0.0.0-10.31.255.255
1309,DENY,5.9.0.0-5.9.127.255,6.1.1.2
1310,ALLOW,7.3.8.0-7.3.8.127,0.0.0.0-15.255.255.255
1311,DENY,6.9.5.0-6.9.5.63,2.0.0.0-2.63.255.255
1312,DENY,9.3.9.0-9.3.9.255,0.0.0.0-127.255.255.255
1313,ALLOW,6.0.0.0-7.255.255.255,5.7.5.0-5.7.5.127
1314,DENY,2.8.2.0-2.8.2.255,1.5.3.0-1.5.3.15
1315,DENY,8.0.0.0-9.255.255.255,6.0.0.0-6.7.255.255
1316,DENY,7.5.3.0-7.5.3.31,0.0.0.0-15.255.255.255
1317,DENY,7.3.6.0-7.3.6.63,7.6.2.5
1318,DENY,9.1.2.4-9.1.2.5,7.5.3.0-7.5.3.63
1319,DENY,0.0.0.0-7.255.255.255,9.2.2.0-9.2.2.127
1320,DENY,5.0.0.0-5.31.255.255,9.0.0.0-9.127.255.255
1321,DENY,10.4.0.0-10.4.15.255,10.1.8.0-10.1.9.255
1322,DENY,8.3.3.8-8.3.3.11,0.0.0.0-7.255.255.255
1323,ALLOW,7.3.0.0-7.3.127.255,8.0.0.0-11.255.255.255
1324,DENY,3.7.4.0-3.7.4.63,6.5.0.0-6.5.127.255
1325,ALLOW,10.0.0.0-10.255.255.255,9.9.8.0-9.9.8.15
1326,DENY,0.0.0.0-15.255.255.255,0.0.0.0-7.255.255.255
1327,ALLOW,8.0.0.0-8.31.255.255,7.3.0.0-7.3.15.255
1328,DENY,8.0.0.0-8.15.255.255,4.6.0.0-4.6.31.255
1329,ALLOW,3.0.0.0-3.3.255.255,0.0.0.0-7.255.255.255
1330,DENY,5.7.5.1,10.9.0.0-10.9.255.255
1331,ALLOW,0.0.0.0-7.255.255.255,3.0.0.0-3.127.255.255
1332,DENY,0.0.0.0-127.255.255.255,10.4.4.0-10.4.7.255
1333,ALLOW,8.0.0.0-8.31.255.255,0.0.0.0-127.255.255.255
1334,DENY,5.2.2.2,7.9.5.6-7.9.5.7
1335,ALLOW,9.8.0.0-9.15.255.255,7.10.0.0-7.10.31.255
1336,ALLOW,0.0.0.0-31.255.255.255,1.5.0.0-1.5.1.255
1337,ALLOW,0.0.0.0-3.255.255.255,7.0.0.0-7.1.255.255
1338,DENY,10.6.0.0-10.6.15.255,0.0.0.0-63.255.255.255
1339,ALLOW,2.6.0.0-2.6.15.255,0.0.0.0-7.255.255.255
1340,DENY,8.0.0.0-8.63.255.255,10.1.0.0-10.1.3.255
1341,DENY,3.6.9.0-3.6.9.15,5.0.0.0-5.255.255.255
1342,ALLOW,3.6.0.0-3.6.63.255,4.4.4.2-4.4.4.3
1343,DENY,6.9.0.0-6.9.255.255,3.8.0.0-3.8.31.255
1344,ALLOW,6.0.0.0-6.127.255.255,4.0.0.0-7.255.255.255
1345,DENY,8.0.0.0-11.255.255.255,5.7.0.0-5.7.7.255
1346,DENY,3.0.0.0-3.127.255.255,0.0.0.0-127.255.255.255
1347,DENY,0.0.0.0-15.255.255.255,6.0.0.0-7.255.255.255
1348,DENY,8.0.0.0-8.63.255.255,5.0.0.0-5.127.255.255
1349,DENY,2.6.0.0-2.6.15.255,0.0.0.0-7.255.255.255
1350,DENY,6.1.5.0-6.1.5.1,7.5.6.8-7.5.6.9
1351,DENY,8.4.0.0-8.7.255.255,10.0.0.0-10.127.255.255
1352,DENY,0.0.0.0-255.255.255.255,5.0.0.0-5.15.255.255
1353,ALLOW,2.8.0.0-2.8.1.255,0.0.0.0-63.255.255.255
1354,ALLOW,10.3.3.0-10.3.3.1,0.0.0.0-31.255.255.255
1355,ALLOW,5.6.0.0-5.6.31.255,8.0.0.0-15.255.255.255
1356,DENY,8.8.0.0-8.15.255.255,8.0.0.0-15.255.255.255
1357,DENY,0.0.0.0-127.255.255.255,5.4.0.0-5.7.255.255
1358,ALLOW,9.4.0.0-9.7.255.255,9.5.10.0-9.5.10.15
1359,DENY,5.0.0.0-5.31.255.255,0.0.0.0-7.255.255.255
1360,ALLOW,3.10.10.0-3.10.10.7,5.3.7.8-5.3.7.11
1361,DENY,10.4.0.0-10.4.63.255,9.6.0.0-9.6.255.255
1362,DENY,3.6.8.0-3.6.9.255,0.0.0.0-31.255.255.255
1363,ALLOW,2.5.4.0-2.5.4.7,9.2.0.0-9.2.7.255
1364,DENY,10.8.9.0-10.8.9.31,4.6.1.0-4.6.1.63
1365,ALLOW,9.10.10.4-9.10.10.5,3.0.0.0-3.31.255.255
1366,ALLOW,6.0.0.0-6.63.255.255,4.0.0.0-4.31.255.255
1367,ALLOW,2.8.0.0-2.8.63.255,0.0.0.0-31.255.255.255
1368,DENY,0.0.0.0-127.255.255.255,10.1.4.0-10.1.4.31
1369,ALLOW,0.0.0.0-255.255.255.255,0.0.0.0-1.255.255.255
1370,DENY,3.2.0.0-3.3.255.255,5.10.4.0-5.10.7.255
1371,ALLOW,7.7.0.0-7.7.63.255,8.8.10.1
1372,ALLOW,0.0.0.0-255.255.255.255,8.0.0.0-9.255.255.255
1373,ALLOW,0.0.0.0-255.255.255.255,6.5.8.0-6.5.8.3
1374,ALLOW,5.0.0.0-5.15.255.255,2.6.10.0-2.6.10.3
1375,ALLOW,10.4.6.0-10.4.7.255,6.0.0.0-6.127.255.255
1376,ALLOW,2.6.4.0-2.6.4.31,9.1.10.8-9.1.10.15
1377,DENY,8.0.0.0-8.255.255.255,5.3.0.0-5.3.63.255
1378,ALLOW,4.3.4.1,0.0.0.0-127.255.255.255
1379,DENY,9.4.0.0-9.4.127.255,8.8.0.0-8.9.255.255
1380,DENY,10.6.9.0-10.6.9.3,1.1.1.6-1.1.1.7
1381,ALLOW,4.0.0.0-5.255.255.255,2.0.0.0-2.63.255.255
1382,ALLOW,2.5.5.0-2.5.5.31,10.8.0.0-10.8.31.255
1383,DENY,5.0.0.0-5.127.255.255,8.0.0.0-11.255.255.255
1384,ALLOW,8.0.0.0-8.15.255.255,1.0.0.0-1.7.255.255
1385,DENY,9.10.0.0-9.10.31.255,6.9.4.0-6.9.4.63
1386,DENY,1.1.0.0-1.1.63.255,9.0.0.0-9.1.255.255
1387,ALLOW,7.1.4.0-7.1.7.255,4.0.0.0-4.127.255.255
1388,DENY,10.8.10.6-10.8.10.7,6.0.0.0-6.31.255.255
1389,ALLOW,10.5.0.0-10.5.15.255,5.2.0.0-5.2.31.255
1390,DENY,0.0.0.0-3.255.255.255,2.2.0.0-2.2.255.255
1391,ALLOW,0.0.0.0-255.255.255.255,0.0.0.0-63.255.255.255
1392,DENY,9.1.7.2,8.8.0.0-8.11.255.255
1393,DENY,5.2.0.0-5.2.255.255,0.0.0.0-127.255.255.255
1394,DENY,1.9.7.0-1.9.7.3,0.0.0.0-15.255.255.255
1395,ALLOW,8.0.0.0-11.255.255.255,3.0.0.0-3.7.255.255
1396,ALLOW,2.0.0.0-2.31.255.255,8.0.0.0-8.31.255.255
1397,ALLOW,0.0.0.0-15.255.255.255,0.0.0.0-63.255.255.255
1398,ALLOW,7.7.1.8-7.7.1.9,8.0.0.0-11.255.255.255
1399,ALLOW,9.0.0.0-9.7.255.255,1.3.7.0-1.3.7.255
1400,DENY,0.0.0.0-31.255.255.255,3.0.0.0-3.7.255.255
1401,DENY,0.0.0.0-63.255.255.255,10.1.2.0-10.1.2.31
1402,ALLOW,8.0.0.0-15.255.255.255,8.0.0.0-11.255.255.255
1403,DENY,2.0.0.0-2.63.255.255,5.7.9.4-5.7.9.7
1404,DENY,8.8.0.0-8.8.255.255,9.0.0.0-9.255.255.255
1405,DENY,8.0.0.0-8.31.255.255,1.5.0.0-1.5.255.255
1406,DENY,0.0.0.0-7.255.255.255,2.8.5.0-2.8.5.31
1407,DENY,4.10.6.0-4.10.6.7,7.3.6.0-7.3.6.15
1408,DENY,1.7.3.0-1.7.3.7,0.0.0.0-31.255.255.255
1409,DENY,9.0.0.0-9.31.255.255,4.5.8.0-4.5.9.255
1410,ALLOW,6.8.3.0-6.8.3.15,5.0.0.0-5.63.255.255
1411,DENY,1.0.0.0-1.127.255.255,3.6.7.0-3.6.7.7
1412,DENY,0.0.0.0-63.255.255.255,4.2.3.8-4.2.3.15
1413,ALLOW,0.0.0.0-7.255.255.255,4.0.0.0-4.63.255.255
1414,ALLOW,7.2.4.0-7.2.7.255,10.9.6.0-10.9.7.255
1415,DENY,1.10.0.0-1.10.15.255,4.1.4.0-4.1.5.255
1416,ALLOW,3.8.5.1,4.0.0.0-7.255.255.255
1417,DENY,2.0.0.0-3.255.255.255,6.0.0.0-6.127.255.255
1418,DENY,8.0.0.0-9.255.255.255,10.7.9.4-10.7.9.7
1419,ALLOW,5.4.10.0-5.4.10.63,2.9.0.0-2.9.15.255
1420,ALLOW,8.8.9.0-8.8.9.63,4.2.0.0-4.2.255.255
1421,DENY,5.8.1.0-5.8.1.1,0.0.0.0-63.255.255.255
1422,DENY,10.1.0.0-10.1.31.255,9.7.4.8-9.7.4.9
1423,DENY,0.0.0.0-31.255.255.255,3.2.0.0-3.3.255.255
1424,DENY,2.0.0.0-2.7.255.255,6.3.3.4-6.3.3.7
1425,ALLOW,0.0.0.0-15.255.255.255,6.8.0.0-6.9.255.255
1426,DENY,3.6.1.8-3.6.1.9,0.0.0.0-31.255.255.255
1427,ALLOW,10.6.0.0-10.6.255.255,1.8.0.0-1.8.63.255
1428,ALLOW,5.3.3.8-5.3.3.15,6.10.7.2
1429,ALLOW,8.2.5.8-8.2.5.15,10.5.7.10
1430,ALLOW,2.4.8.0-2.4.8.15,5.8.0.0-5.11.255.255
1431,ALLOW,5.5.3.0-5.5.3.15,4.8.0.0-4.8.7.255
1432,ALLOW,6.0.0.0-7.255.255.255,10.0.0.0-11.255.255.255
1433,DENY,1.0.0.0-1.63.255.255,10.1.0.0-10.1.255.255
1434,ALLOW,8.0.0.0-15.255.255.255,9.1.0.0-9.1.7.255
1435,DENY,2.8.5.0-2.8.5.3,8.0.0.0-9.255.255.255
1436,DENY,2.6.10.0-2.6.11.255,4.4.8.0-4.4.11.255
1437,ALLOW,10.7.10.0-10.7.10.127,10.4.10.8-10.4.10.9
1438,ALLOW,7.7.4.0-7.7.5.255,0.0.0.0-127.255.255.255
1439,DENY,8.9.2.0-8.9.2.63,10.8.2.0-10.8.3.255
1440,ALLOW,0.0.0.0-255.255.255.255,8.5.9.4-8.5.9.7
